measurement_date	invoice_status	agency	aging_bucket	sum_of_trips	sum_of_dollars
2015-12-13	Hold-NEMHS	MRC	180-365	23	1464.7
2016-01-07	Hold-NEMHS	BR3	90-180	4	300
2015-12-01	Hold-NEMHS	SE2	180-365	52	3460
2015-12-05	Hold-NEMHS	PR1	365+	1	61
2016-01-13	Hold-NEMHS	MR5	180-365	16	1464
2016-01-01	Hold-NEMHS	SS1	180-365	23	1595
2015-12-03	Hold-NEMHS	SR3	30-60	32	1968
2015-12-25	Hold-NEMHS	MP1	365+	2	134
2016-01-03	Hold-NEMHS	SR3	180-365	20	1196
2016-01-14	Write off	SR3	365+	3	163
2015-12-17	Hold-NEMHS	MP1	365+	6	998
2015-12-21	Hold-NEMHS	MID	30-60	1	53
2015-12-09	Hold-NEMHS	SE2	180-365	52	3460
2016-01-04	Hold-NEMHS	MID	60-90	1	53
2016-01-05	Hold-NEMHS	MR5	180-365	16	1464
2015-12-06	Hold-NEMHS	MR4	180-365	27	1340.6
2016-01-13	Billed	WC1	60-90	1	57
2015-12-11	Hold-NEMHS	SR3	30-60	25	1488.5
2016-01-14	Hold-NEMHS	TL1	30-60	4	817.56
2015-12-24	Hold-NEMHS	MR4	60-90	2	90
2015-12-16	Hold-NEMHS	PB1	180-365	20	2184.2
2015-12-26	Hold-NEMHS	WC1	90-180	20	1331.2
2015-12-28	Hold-NEMHS	ML6	180-365	1	109
2015-12-18	Hold-NEMHS	KE3	30-60	6	525.6
2016-01-11	Manual Tracking	LOG	180-365	152	3201.18
2016-01-11	Hold-NEMHS	SR3	180-365	14	814
2015-12-24	Hold-NEMHS	PB1	180-365	23	2335.2
2015-12-24	Hold-NEMHS	SR3	30-60	19	1075
2016-01-06	Hold-NEMHS	LOG	0-30	457	1024.73
2015-12-03	Hold-NEMHS	PB1	180-365	73	6109.2
2015-12-11	Hold-NEMHS	VA1	90-180	6	361.08
2015-12-09	Hold-NEMHS	NB1	0-30	4	532
2015-12-15	Write off	FAC	365+	14	738
2015-12-01	Hold-NEMHS	SG2	60-90	18	1542
2015-12-31	Hold-NEMHS	MRC	60-90	12	871.4
2015-12-29	Write off	MID	30-60	4	192.64
2015-12-18	Hold-NEMHS	WC1	90-180	12	719.2
2015-11-28	Hold-NEMHS	TL1	0-30	4	271.08
2015-11-24	Hold-NEMHS	SK2	0-30	4	215.5
2015-11-23	Hold-NEMHS	PN1	365+	1	42.2
2015-12-17	Manual Tracking	LOG	60-90	59	808.45
2015-12-21	Hold-NEMHS	PB1	0-30	10	662.5
2015-12-02	Hold-NEMHS	NB1	0-30	4	532
2015-12-03	Hold-NEMHS	VA1	90-180	9	996.08
2015-12-27	Hold-NEMHS	PB1	0-30	10	428.5
2015-12-17	Write off	PVT	60-90	2	194
2015-12-07	Hold-NEMHS	KE3	180-365	97	7657
2016-01-09	Hold-NEMHS	LOG	180-365	905	19330.6
2016-01-14	Hold-NEMHS	SS1	365+	2	130
2015-11-24	Hold-NEMHS	LOG	60-90	150	3594.43
2015-12-10	Hold-NEMHS	PB1	180-365	73	6109.2
2015-12-09	Write off	LOG	365+	4	131.5
2015-12-30	Hold-NEMHS	LOG	0-30	618	12840.51
2016-01-12	Write off	PVT	365+	99	5292.95
2015-12-25	Rebill	LOG	365+	7	181.03
2015-12-26	Hold-NEMHS	HE6	30-60	5	377
2015-12-22	Hold-NEMHS	ML6	180-365	1	109
2015-11-23	Hold-NEMHS	MR5	0-30	4	266.5
2015-12-16	Hold-NEMHS	CDS	90-180	50	1002.4
2015-12-15	Hold-NEMHS	MRC	30-60	10	777.4
2016-01-08	Hold-NEMHS	MID	180-365	4	87.67
2016-01-17	Write off	MID	30-60	3	130.64
2015-12-16	Hold-NEMHS	WS3	90-180	1	353
2015-11-26	Billed	LOG	0-30	7387	156124.8
2015-11-30	Write off	MP1	180-365	1	45
2015-12-05	Hold-NEMHS	BR3	180-365	18	1482.9
2015-12-15	Hold-NEMHS	PR1	180-365	5	365
2015-12-05	Hold-NEMHS	VA1	90-180	9	996.08
2015-12-06	Hold-NEMHS	MID	180-365	4	87.67
2015-12-29	Write off	FAC	365+	14	738
2015-11-28	Hold-NEMHS	ER2	180-365	2	226
2015-11-23	Hold-NEMHS	CR5	90-180	1	53
2015-11-26	Manual Tracking	PN1	0-30	1	25.67
2015-12-14	Hold-NEMHS	PVT	90-180	662	48113.35
2015-12-16	Hold-NEMHS	SE2	30-60	26	1346
2015-12-25	Hold-NEMHS	ND2	0-30	12	562
2015-12-25	Hold-NEMHS	MRC	60-90	4	440
2016-01-09	Hold-NEMHS	MP1	0-30	91	3869.15
2015-12-10	Manual Tracking	LOG	0-30	52	947.9
2015-11-25	Write off	MID	0-30	1	0
2015-12-21	Hold-NEMHS	LOG	180-365	861	18694.38
2015-12-05	Hold-NEMHS	TL1	0-30	1	65.24
2016-01-13	Write off	PVT	60-90	6	358
2015-12-27	Hold-NEMHS	LOG	180-365	876	19022.72
2015-11-25	Hold-NEMHS	SE2	180-365	50	3362
2015-12-04	Billed	VA1	180-365	1	83.5
2015-12-30	Write off	MRC	365+	2	20
2016-01-13	Hold-NEMHS	SS4	180-365	1	109
2015-12-26	Hold-NEMHS	MR4	180-365	13	833
2015-12-28	Hold-NEMHS	SR3	180-365	34	2102
2015-12-19	Hold-NEMHS	MRC	180-365	23	1464.7
2015-12-31	Hold-NEMHS	MP1	365+	3	187
2016-01-01	Hold-NEMHS	MR4	180-365	13	833
2015-12-22	Hold-NEMHS	SR3	180-365	32	1972
2015-11-28	Hold-NEMHS	ND2	0-30	19	892.75
2015-11-25	Write off	BR7	0-30	2	106
2015-12-17	Hold-NEMHS	SR3	30-60	19	1091
2015-12-15	Hold-NEMHS	SS1	30-60	4	146
2016-01-02	Hold-NEMHS	MID	30-60	1	137
2015-12-26	Hold-NEMHS	KE3	30-60	6	525.6
2015-12-27	Hold-NEMHS	MID	30-60	1	137
2016-01-09	Hold-NEMHS	KE3	365+	11	1059
2015-12-20	Billed	LOG	60-90	122	3362.86
2016-01-04	Write off	BR7	60-90	6	318
2016-01-05	Hold-NEMHS	LOG	0-30	116	1024.73
2015-12-08	Billed	LOG	60-90	1310	30646.31
2016-01-12	Hold-NEMHS	CDS	90-180	138	3197.05
2016-01-01	Hold-NEMHS	HE6	30-60	5	377
2016-01-12	Billed	LOG	30-60	45	1094.82
2015-12-03	Write off	LOG	365+	4	131.5
2015-12-19	Rebill	LOG	365+	6	135.23
2015-11-27	Hold-NEMHS	KE3	0-30	8	804
2015-11-30	Hold-NEMHS	LOG	60-90	189	4201.32
2016-01-17	Hold-NEMHS	SE2	90-180	16	758
2015-12-10	Hold-NEMHS	CDS	90-180	37	724.75
2015-12-09	Hold-NEMHS	MRC	30-60	12	871.4
2016-01-11	Write off	MID	30-60	4	192.64
2015-11-29	Hold-NEMHS	MR5	0-30	6	395.5
2016-01-15	Hold-NEMHS	KE3	60-90	3	323
2015-12-04	Hold-NEMHS	ER2	180-365	2	226
2015-12-10	Hold-NEMHS	WS3	90-180	1	353
2015-12-11	Hold-NEMHS	BR3	180-365	10	714.9
2016-01-09	Hold-NEMHS	PVT	30-60	238	14883.45
2015-12-17	Hold-NEMHS	BR3	90-180	11	1003
2015-12-20	Hold-NEMHS	PVT	90-180	644	45910.15
2015-12-31	Hold-NEMHS	ND2	0-30	8	398
2015-12-12	Write off	LOG	90-180	95	2018.46
2015-12-29	Manual Tracking	LE2	30-60	1	98.8
2015-11-29	Hold-NEMHS	SG2	30-60	6	316
2015-11-29	Hold-NEMHS	PB1	30-60	18	1290
2015-12-19	Hold-NEMHS	ND2	180-365	19	1315
2015-12-30	Write off	SR3	180-365	14	902
2015-12-24	Hold-NEMHS	PR1	365+	1	61
2015-12-13	Hold-NEMHS	ND2	180-365	19	1315
2016-01-15	Hold-NEMHS	SY4	90-180	14	798
2015-12-20	Hold-NEMHS	BR7	180-365	17	787.8
2015-12-09	Write off	MRC	365+	2	20
2016-01-05	Write off	LOG	60-90	2	36.5
2015-12-08	Hold-NEMHS	BR7	180-365	23	1097.8
2015-12-14	Hold-NEMHS	BR7	180-365	19	901.8
2015-12-03	Write off	MRC	365+	2	20
2015-12-03	Write off	SR3	180-365	8	512
2015-12-04	Hold-NEMHS	MP1	365+	5	921
2015-11-28	Hold-NEMHS	MP1	365+	5	921
2015-12-20	Write off	PVT	30-60	1	57
2016-01-07	Hold-NEMHS	CDS	60-90	145	3176.15
2016-01-13	Hold-NEMHS	ER2	365+	2	226
2016-01-13	Hold-NEMHS	CDS	60-90	155	3359.6
2015-12-26	Write off	PVT	30-60	1	57
2015-12-27	Manual Tracking	MP1	60-90	2	106
2015-12-29	Hold-NEMHS	WS3	60-90	1	57
2016-01-14	Hold-NEMHS	MR4	365+	3	179
2015-12-23	Hold-NEMHS	SE2	180-365	49	3325
2016-01-01	Hold-NEMHS	WC1	90-180	20	1331.2
2015-12-03	Hold-NEMHS	MP1	365+	5	921
2015-12-25	Manual Tracking	PVT	30-60	1	45
2015-12-24	Hold-NEMHS	SG2	90-180	16	1308
2015-12-18	Hold-NEMHS	LOG	180-365	853	18525.38
2016-01-09	Hold-NEMHS	WC1	90-180	18	1126.2
2015-12-16	Hold-NEMHS	SG2	90-180	12	984
2015-12-23	Hold-NEMHS	WC1	30-60	6	694
2015-11-27	Hold-NEMHS	PB1	180-365	73	6109.2
2015-11-29	Manual Tracking	MP1	365+	4	284
2015-11-25	Hold-NEMHS	SG2	60-90	16	1308
2015-12-05	Hold-NEMHS	PB1	180-365	73	6109.2
2015-12-15	Hold-NEMHS	WC1	30-60	5	502
2015-11-24	Hold-NEMHS	BR3	30-60	28	2620
2015-12-05	Hold-NEMHS	ER2	180-365	2	226
2016-01-05	Hold-NEMHS	BR3	90-180	4	300
2016-01-07	Hold-NEMHS	QR1	0-30	2	0
2015-12-06	Billed	MP1	180-365	33	2621
2015-12-27	Hold-NEMHS	BR3	30-60	2	122
2015-12-12	Hold-NEMHS	ND2	0-30	19	784.5
2015-11-27	Hold-NEMHS	ER2	180-365	2	226
2015-12-21	Hold-NEMHS	CDR	0-30	846	25351.5
2015-12-07	Hold-NEMHS	SR1	0-30	4	86.5
2015-12-14	Billed	MP1	180-365	33	2621
2015-12-14	Write off	BR7	365+	1	49
2016-01-13	Hold-NEMHS	BR3	90-180	4	300
2016-01-01	F	LOG	90-180	6	495.4
2015-12-26	Hold-NEMHS	SS1	180-365	19	1299
2016-01-09	Hold-NEMHS	KE3	30-60	2	170
2015-12-15	Hold-NEMHS	SE2	180-365	45	3073
2015-12-03	Manual Tracking	LE2	0-30	1	0
2015-12-11	Hold-NEMHS	MP1	365+	6	998
2015-12-18	Hold-NEMHS	SS1	180-365	19	1299
2016-01-01	Hold-NEMHS	KE3	30-60	6	525.6
2015-11-29	Hold-NEMHS	SR1	0-30	22	959
2015-12-04	Manual Tracking	LOG	90-180	342	6810.57
2015-12-24	Hold-NEMHS	CDR	180-365	3	142.5
2016-01-15	Hold-NEMHS	TL1	0-30	3	143.24
2015-11-29	Billed	VA1	180-365	1	83.5
2015-12-04	Rebill	PVT	180-365	3	151
2015-12-30	Hold-NEMHS	SR1	180-365	6	342
2016-01-01	Hold-NEMHS	HL1	180-365	1	57
2015-12-26	Hold-NEMHS	SR1	60-90	2	114
2015-12-10	Billed	MP1	60-90	2	106
2015-12-18	Hold-NEMHS	SR1	60-90	21	893
2015-12-19	Hold-NEMHS	BR3	30-60	4	388
2016-01-09	Hold-NEMHS	HL1	180-365	1	57
2015-12-16	Hold-NEMHS	CDR	180-365	3	142.5
2015-12-10	Hold-NEMHS	SR3	60-90	26	1634
2015-11-29	Hold-NEMHS	CR5	180-365	6	310
2015-12-12	Write off	LOG	180-365	256	5105.42
2015-12-12	Manual Tracking	LOG	90-180	342	6612.83
2015-11-26	Hold-NEMHS	LOG	0-30	532	10805.25
2015-12-02	Hold-NEMHS	SR3	60-90	16	944
2015-12-07	Hold-NEMHS	CR5	180-365	6	310
2015-12-31	Manual Tracking	LOG	60-90	47	793.92
2015-12-23	Manual Tracking	MP1	90-180	3	203
2016-01-11	Manual Tracking	PN1	60-90	1	25.67
2015-12-24	Write off	SR3	365+	3	163
2015-12-18	Write off	SR3	365+	3	163
2016-01-09	Hold-NEMHS	MID	30-60	3	189.39
2015-11-26	Hold-NEMHS	MR4	60-90	12	297.6
2015-12-02	Hold-NEMHS	MR4	60-90	14	347.2
2015-12-09	Hold-NEMHS	FE4	90-180	2	234
2016-01-11	Manual Tracking	LOG	30-60	74	1819.78
2015-12-07	Billed	VA1	180-365	1	83.5
2015-12-15	Hold-NEMHS	FE4	90-180	2	234
2016-01-01	Hold-NEMHS	MID	30-60	1	137
2015-12-26	Hold-NEMHS	LOG	180-365	869	18863.18
2016-01-14	Hold-NEMHS	WC1	60-90	5	493
2015-11-24	Hold-NEMHS	FA1	180-365	1	61
2015-12-20	Hold-NEMHS	TG2	180-365	1	41
2015-12-02	Write off	PVT	365+	72	3545.65
2015-12-09	Hold-NEMHS	HE6	180-365	2	210
2015-12-31	Hold-NEMHS	MID	180-365	4	87.67
2016-01-08	Hold-NEMHS	MR4	90-180	8	464
2016-01-08	Hold-NEMHS	PR1	365+	5	289
2015-11-28	Write off	LOG	180-365	252	5052.67
2015-12-17	Write off	LOG	365+	4	131.5
2015-12-19	Hold-NEMHS	CDR	0-30	884	26690.75
2016-01-05	Hold-NEMHS	SR1	180-365	6	342
2016-01-07	Hold-NEMHS	LOG	0-30	831	1024.73
2016-01-07	Hold-NEMHS	CDR	180-365	3	142.5
2015-12-24	Manual Tracking	PVT	0-30	2	0
2016-01-02	Hold-NEMHS	MRC	180-365	24	1569.7
2015-11-28	Hold-NEMHS	MID	180-365	4	87.67
2015-11-25	Hold-NEMHS	WS3	90-180	1	353
2015-12-10	Write off	SR3	365+	3	163
2015-12-15	Manual Tracking	LE2	30-60	1	0
2015-12-24	Hold-NEMHS	SR3	60-90	34	2162
2016-01-15	Manual Tracking	MP1	180-365	14	798
2016-01-15	Hold-NEMHS	HL1	180-365	1	57
2015-12-09	Manual Tracking	LOG	30-60	119	2003.49
2016-01-04	Hold-NEMHS	PVT	90-180	592	39636.14
2015-12-26	Hold-NEMHS	PVT	30-60	222	14192.6
2015-12-18	Manual Tracking	LOG	90-180	119	2047.07
2015-12-22	Hold-NEMHS	SE2	90-180	14	758
2015-12-20	Hold-NEMHS	NB1	30-60	4	532
2016-01-13	Hold-NEMHS	LE2	90-180	1	11.85
2016-01-16	Hold-NEMHS	HE6	30-60	4	467
2016-01-01	Hold-NEMHS	KE3	365+	11	1059
2015-12-26	Hold-NEMHS	KE3	365+	7	783
2015-11-30	Hold-NEMHS	BR3	30-60	6	598
2016-01-10	Hold-NEMHS	HE6	30-60	5	456
2016-01-17	Write off	TL1	180-365	2	160.84
2015-12-06	Hold-NEMHS	ND2	0-30	22	1034.75
2015-11-27	Hold-NEMHS	SE2	30-60	64	3382
2016-01-15	Hold-NEMHS	VA1	180-365	26	2909.11
2015-11-26	Hold-NEMHS	SY4	30-60	17	921
2015-12-08	Billed	MP1	180-365	33	2621
2015-12-20	Hold-NEMHS	SR3	180-365	32	1972
2015-12-05	Hold-NEMHS	MP1	365+	5	921
2015-12-15	Write off	PVT	0-30	19	1707.4
2015-12-06	Hold-NEMHS	MR4	90-180	8	464
2015-12-12	Hold-NEMHS	MR4	90-180	8	464
2015-12-14	Hold-NEMHS	SR3	180-365	36	2184
2015-12-12	Hold-NEMHS	SS1	180-365	17	1161
2015-12-28	Manual Tracking	PN1	30-60	1	25.67
2015-12-18	Billed	VA1	180-365	1	83.5
2015-11-30	Hold-NEMHS	OH2	180-365	1	77
2016-01-07	Hold-NEMHS	SG2	90-180	18	1542
2015-12-14	Hold-NEMHS	TG2	180-365	1	41
2015-12-25	Hold-NEMHS	MID	180-365	4	87.67
2015-12-25	Hold-NEMHS	BR3	90-180	10	878
2015-12-23	Billed	LOG	30-60	53	1450.03
2015-12-08	Hold-NEMHS	LOG	60-90	138	2755.61
2015-12-13	Hold-NEMHS	CDR	0-30	873	23277.5
2016-01-13	Hold-NEMHS	LOG	0-30	382	9288.86
2015-12-27	Hold-NEMHS	MRC	180-365	23	1464.7
2015-12-29	Write off	PVT	365+	90	4523.95
2015-12-31	Hold-NEMHS	MR5	30-60	6	374
2016-01-01	Billed	LOG	90-180	1600	33454.09
2015-11-27	Hold-NEMHS	MP1	0-30	57	3771
2015-12-17	Write off	SR3	180-365	14	902
2015-12-10	Hold-NEMHS	SG2	90-180	8	500
2015-12-13	Hold-NEMHS	WC1	90-180	8	509.2
2016-01-08	Hold-NEMHS	ND2	0-30	4	188
2016-01-14	Hold-NEMHS	MP1	30-60	48	2756.4
2016-01-10	Manual Tracking	TL1	180-365	2	676.96
2015-12-13	Manual Tracking	MP1	365+	4	284
2015-12-29	Hold-NEMHS	PVT	90-180	623	42280.9
2015-11-24	Hold-NEMHS	BR7	180-365	19	972.4
2015-12-19	Hold-NEMHS	ML6	180-365	1	109
2015-12-07	Hold-NEMHS	ML7	180-365	1	173
2015-12-30	Hold-NEMHS	ND2	30-60	17	781
2015-12-06	Hold-NEMHS	KE3	0-30	6	656
2015-12-13	Hold-NEMHS	ML6	180-365	1	109
2015-12-26	Hold-NEMHS	MR5	30-60	6	374
2015-12-26	Write off	BR7	60-90	8	424
2016-01-03	Billed	LOG	30-60	1257	25284.44
2015-12-21	Manual Tracking	LOG	180-365	128	2822.21
2015-12-04	Hold-NEMHS	PVT	30-60	230	15821.7
2015-12-04	Hold-NEMHS	CDS	30-60	143	3224.65
2016-01-05	Hold-NEMHS	CDS	60-90	148	3248.9
2015-12-30	Hold-NEMHS	CDS	60-90	145	3259.35
2015-12-01	Hold-NEMHS	CDS	90-180	19	395.5
2015-11-28	Hold-NEMHS	CDS	30-60	134	3062.6
2016-01-04	Hold-NEMHS	SS4	180-365	1	109
2016-01-14	Write off	MRC	365+	2	20
2015-12-07	Hold-NEMHS	PB1	60-90	25	2045
2015-12-23	Hold-NEMHS	CDS	90-180	67	1410.35
2015-12-23	Write off	VA1	365+	1	15.55
2015-12-29	Hold-NEMHS	CDS	90-180	81	1739.05
2015-11-25	Hold-NEMHS	MRC	30-60	4	440
2015-12-18	Rebill	PVT	180-365	2	110
2015-12-10	F	LOG	90-180	3	216.4
2015-11-30	Hold-NEMHS	MID	0-30	1	62
2015-12-09	Hold-NEMHS	SY4	30-60	11	583
2016-01-16	Billed	TL1	180-365	1	257.52
2015-12-11	Hold-NEMHS	LR5	180-365	1	41
2015-12-18	Hold-NEMHS	HL1	180-365	1	57
2015-11-28	Hold-NEMHS	SR1	30-60	28	1180
2016-01-14	Write off	PVT	60-90	6	358
2015-12-21	Hold-NEMHS	MRC	180-365	23	1464.7
2015-12-10	Rebill	PVT	180-365	3	151
2015-12-05	Billed	VA1	180-365	1	83.5
2016-01-07	Billed	LOG	90-180	1636	34336.58
2015-12-26	Hold-NEMHS	HL1	180-365	1	57
2016-01-01	Hold-NEMHS	TL1	0-30	8	0
2015-12-29	Billed	LOG	30-60	38	916.14
2015-12-21	Billed	LOG	30-60	888	18285.28
2015-12-13	Hold-NEMHS	BR3	30-60	6	598
2015-12-15	Write off	PVT	365+	87	4410.4
2015-11-23	Hold-NEMHS	CR5	180-365	5	257
2015-11-25	Write off	MP1	180-365	1	45
2015-12-23	Hold-NEMHS	MR4	60-90	2	90
2015-12-04	Hold-NEMHS	SR1	60-90	26	1138
2015-12-11	Hold-NEMHS	MID	180-365	4	87.67
2015-11-26	Write off	VA1	365+	1	15.55
2015-12-11	Hold-NEMHS	SE2	30-60	18	955
2015-11-30	Write off	BR7	365+	1	49
2015-12-03	Hold-NEMHS	ER2	180-365	2	226
2015-12-03	Hold-NEMHS	SE2	30-60	64	3488
2015-12-12	Hold-NEMHS	KE3	365+	7	783
2015-12-27	Hold-NEMHS	BR7	0-30	4	198.5
2016-01-14	Hold-NEMHS	CDR	30-60	871	26423.5
2015-11-24	Hold-NEMHS	ML7	180-365	1	173
2015-12-20	Billed	MP1	180-365	37	2865
2015-12-09	Write off	PVT	180-365	24	1638.55
2015-12-26	Hold-NEMHS	MR4	90-180	8	464
2015-12-22	Hold-NEMHS	WS3	60-90	1	57
2015-11-23	Hold-NEMHS	SR1	0-30	26	1093
2016-01-05	Write off	MP1	180-365	1	45
2015-12-08	Manual Tracking	LOG	180-365	353	7568.32
2015-12-30	Hold-NEMHS	LE2	90-180	1	11.85
2015-11-27	Manual Tracking	LE2	0-30	1	0
2015-11-25	Write off	FAC	365+	14	738
2015-12-23	Manual Tracking	LOG	30-60	62	1360.42
2015-11-25	Hold-NEMHS	HO1	60-90	2	114
2016-01-05	Hold-NEMHS	CDR	180-365	3	142.5
2015-12-22	Hold-NEMHS	ND2	180-365	19	1315
2015-11-27	Hold-NEMHS	MP1	365+	8	1072
2015-11-26	Hold-NEMHS	SE2	180-365	50	3362
2016-01-13	Hold-NEMHS	CDR	180-365	3	142.5
2015-12-16	Hold-NEMHS	MR4	60-90	14	387.6
2015-12-12	Hold-NEMHS	LOG	180-365	1515	32983.51
2015-11-27	Hold-NEMHS	PVT	180-365	915	67728.55
2016-01-15	Hold-NEMHS	WC1	90-180	14	1027
2015-12-04	Write off	SR3	365+	3	163
2015-12-04	Hold-NEMHS	KE3	365+	7	783
2015-12-09	Manual Tracking	MP1	90-180	3	146
2015-12-09	Hold-NEMHS	SG2	60-90	19	1345
2015-12-06	Manual Tracking	PVT	180-365	3	105.25
2015-12-11	Hold-NEMHS	PB1	180-365	73	6109.2
2015-11-30	Hold-NEMHS	CDR	0-30	721	22037.25
2015-11-26	Hold-NEMHS	SR3	60-90	8	416
2015-12-10	Hold-NEMHS	NB1	0-30	4	532
2015-12-08	Hold-NEMHS	CDR	0-30	750	22910.5
2015-12-18	Hold-NEMHS	CR5	365+	2	102
2015-12-09	Write off	PVT	60-90	3	355
2016-01-01	Manual Tracking	LOG	365+	36	806.78
2015-12-03	Write off	PVT	60-90	2	258
2015-12-13	Billed	VA1	180-365	1	83.5
2015-11-29	Hold-NEMHS	KE3	180-365	86	6914
2016-01-01	Hold-NEMHS	LOG	180-365	885	19177.97
2015-12-26	Hold-NEMHS	MID	30-60	1	137
2015-12-18	Write off	PVT	180-365	24	2000
2016-01-15	Hold-NEMHS	MP1	60-90	3	163
2015-12-18	Hold-NEMHS	MID	30-60	1	53
2015-11-27	Hold-NEMHS	SS1	90-180	6	414
2016-01-14	Manual Tracking	LOG	60-90	32	747.57
2016-01-15	Write off	SR3	365+	2	110
2015-12-19	Hold-NEMHS	SK2	30-60	4	204
2015-12-30	Hold-NEMHS	CDR	180-365	3	142.5
2016-01-13	Hold-NEMHS	SR1	180-365	6	342
2015-12-26	Billed	VA1	180-365	1	83.5
2015-12-27	Manual Tracking	MP1	365+	6	382
2016-01-10	Hold-NEMHS	MRC	180-365	24	1569.7
2015-11-24	Write off	PVT	365+	54	2716.6
2015-12-02	Hold-NEMHS	SE2	180-365	52	3460
2015-12-04	Hold-NEMHS	KE3	30-60	11	759
2015-12-10	Hold-NEMHS	MR4	60-90	14	347.2
2015-12-23	Hold-NEMHS	SG2	60-90	4	468
2015-12-06	Hold-NEMHS	LOG	180-365	1466	31668.92
2015-12-28	Hold-NEMHS	TG2	180-365	1	41
2016-01-08	Hold-NEMHS	BR3	90-180	4	300
2016-01-17	Hold-NEMHS	SR3	90-180	14	718
2015-12-04	Hold-NEMHS	WC1	90-180	8	509.2
2015-12-14	Hold-NEMHS	SE2	90-180	18	1010
2015-11-29	Write off	TL1	90-180	2	160.84
2016-01-15	Hold-NEMHS	PVT	365+	60	5928.95
2016-01-15	Write off	MID	90-180	5	175.06
2016-01-15	Manual Tracking	LOG	365+	1	0
2015-11-24	Hold-NEMHS	CDR	0-30	823	25131.75
2015-12-16	Hold-NEMHS	SR3	60-90	24	1568
2015-12-05	Manual Tracking	PVT	90-180	9	431.25
2015-12-27	Hold-NEMHS	WC1	90-180	20	1331.2
2015-12-27	Manual Tracking	TL1	180-365	2	676.96
2015-12-16	Hold-NEMHS	BR3	90-180	11	1003
2015-12-05	Hold-NEMHS	SE2	30-60	66	3575
2015-12-25	Hold-NEMHS	PB1	180-365	23	2335.2
2015-12-04	Hold-NEMHS	SS1	180-365	17	1161
2015-11-28	Hold-NEMHS	SS1	180-365	17	1161
2015-11-29	Manual Tracking	LOG	90-180	288	5629.22
2015-11-30	Billed	MP1	180-365	33	2621
2016-01-07	Hold-NEMHS	SE2	30-60	22	1122
2016-01-02	Hold-NEMHS	HE6	30-60	5	377
2015-12-18	Hold-NEMHS	KE3	365+	7	783
2016-01-08	Hold-NEMHS	SR3	30-60	39	2340
2015-12-22	Hold-NEMHS	NB1	30-60	4	532
2016-01-14	Write off	PVT	180-365	124	10258.65
2015-11-30	Hold-NEMHS	ML7	180-365	1	173
2015-12-05	Hold-NEMHS	PVT	180-365	959	70001.6
2016-01-06	Manual Tracking	PN1	60-90	1	25.67
2015-12-01	Write off	PVT	0-30	19	1650.4
2015-12-27	Hold-NEMHS	CDR	0-30	887	25993.75
2015-12-28	Hold-NEMHS	WS3	60-90	1	57
2016-01-05	Hold-NEMHS	LE2	90-180	1	11.85
2016-01-11	Manual Tracking	MP1	90-180	5	309
2015-12-08	Hold-NEMHS	FA1	180-365	1	61
2015-12-25	Hold-NEMHS	PR1	365+	1	61
2015-12-28	Manual Tracking	MP1	60-90	2	106
2015-12-31	Hold-NEMHS	PR1	365+	1	61
2015-12-17	Hold-NEMHS	LR5	180-365	1	41
2015-12-21	Hold-NEMHS	TL1	180-365	12	1496.82
2016-01-11	Billed	MP1	90-180	3	259
2015-12-15	Hold-NEMHS	SY4	30-60	11	605.5
2016-01-16	Hold-NEMHS	MRC	180-365	4	474.3
2015-12-22	Write off	MP1	180-365	1	45
2015-11-25	Hold-NEMHS	BR3	0-30	6	510
2015-12-18	Hold-NEMHS	VA1	90-180	6	361.08
2015-12-22	Hold-NEMHS	TG2	180-365	1	41
2016-01-03	Hold-NEMHS	TG2	180-365	1	41
2016-01-15	Hold-NEMHS	SS1	90-180	2	138
2015-12-20	Hold-NEMHS	SE2	90-180	16	888
2015-12-21	Hold-NEMHS	SR1	60-90	19	811
2015-12-15	Billed	LOG	30-60	55	1816.98
2016-01-16	Hold-NEMHS	ND2	180-365	12	628
2015-12-31	Write off	LOG	365+	4	131.5
2016-01-01	Manual Tracking	LOG	0-30	72	991.36
2015-12-17	Hold-NEMHS	MID	180-365	4	87.67
2015-12-21	Hold-NEMHS	WC1	90-180	12	719.2
2015-12-09	Billed	PB1	180-365	1	61
2015-12-05	Hold-NEMHS	MID	180-365	4	87.67
2016-01-01	Manual Tracking	MP1	180-365	19	1091
2015-12-16	Hold-NEMHS	PR1	180-365	5	365
2015-12-16	Hold-NEMHS	CDS	60-90	110	2730.85
2015-12-06	Hold-NEMHS	PVT	30-60	241	15551.35
2015-12-06	Hold-NEMHS	CDS	30-60	148	3232.2
2015-12-12	Hold-NEMHS	PVT	30-60	223	14457.1
2015-12-12	Hold-NEMHS	CDS	30-60	151	3249.25
2015-12-18	Hold-NEMHS	PVT	30-60	242	16201.35
2015-12-18	Hold-NEMHS	CDR	30-60	891	26818
2015-12-21	Hold-NEMHS	ML6	180-365	1	109
2015-12-09	Hold-NEMHS	WS3	90-180	1	353
2016-01-07	Hold-NEMHS	ND2	30-60	12	562
2016-01-11	Hold-NEMHS	PVT	90-180	536	35329.99
2016-01-12	Hold-NEMHS	SS4	180-365	1	109
2016-01-13	Hold-NEMHS	ND2	30-60	14	638
2016-01-02	Hold-NEMHS	ML6	180-365	1	109
2016-01-17	Hold-NEMHS	PVT	90-180	461	29363.09
2015-12-27	Hold-NEMHS	ML6	180-365	1	109
